"date";"from";"text"
"2020-11-01T13:49:36";"3e kamer";"Maandag lanceert de overheid een grootse campagne waarbij ze mensen en influencers zullen inzetten om selfies te plaatsen met mondkapjes . Ze gebruiken daarbij de hashtag #<U+FE0F><U+20E3>ditismijnzorg. Er zullen overal posters komen te hangen en mensen worden gevraagd en verleid zich op die manier uit te laten om zogenaamd een front te vormen en zo uit te dragen dat ze zich houden aan de maatregelen om de zorg te ontlasten. Dat dat het belangrijkste is. 

De bedoeling is om deze hashtag te kapen en juist onze zorgen te delen. Het verzoek is om 1 van de plaatsjes te posten om 13 uur met de hashtag #<U+FE0F><U+20E3>ditismijnzorg. Dan zijn we eerder dan de overheidscampagne start."
"2020-11-15T19:34:35";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/1wqWRSbM4Eg"")"
"2020-11-15T19:58:41";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/Smn-NdGQ_aQ"")"
"2020-11-15T20:40:11";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/-Jxr0J-A1SQ"")"
"2020-11-16T03:05:54";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/8lRj1znN0tA"")"
"2020-11-30T00:17:41";"3e kamer";"list(""—————————————————\n\nTekst: \n\n\nDe PCR test staat al langer ter discussie. Alle maatregelen worden gebaseerd op deze test. Wij willen nog meer aandacht vestigen op het feit dat de maatregelen baseren op een test die niet accuraat is en die het hele land ontwrichten echt niet kan.\n\n\nZelfs de makers van de test zeggen in verschillende interviews dat er niks van klopt. Toch blijft het RIVM, GGD en de regering vasthouden aan de ingeslagen route.\n\nMAANDAG 11.00 GAAN WE MET ZIJN ALLEN TEGELIJK ONLINE!\n\nGebruik deze plaatjes en de hashtag "", 
    list(type = ""hashtag"", text = ""#pcrgate""), "" om nog meer aandacht te vragen voor deze dwaling in de gezondheidszorg\n\n\n"", list(type = ""hashtag"", text = ""#pcrgate""), """")"
"2020-12-19T19:11:41";"3e kamer";"Het gaat niet meer om feiten. Het gaat over onze energie en manifestatiekracht. In plaats van tegen de stroom in te zwemmen, vormen we samen een nieuwe stroom. En maken we een nieuwe rivierbedding. 

Verbind je met het team waarmee dit wil gaan doen. Vrienden maken is belangrijker dan ooit. Onderhoud het contact met nieuwe mensen in je leven. Zij die jou hetzelfde gunnen als jij hen. Waarmee je resoneert als een dolle. Want het kampioenschap vrienden maken is begonnen. 

Zie jullie daar. <U+0001F995><U+2764><U+FE0F><U+0001F995>"
"2020-12-27T10:48:49";"3e kamer";"list(type = ""link"", text = ""https://www.aier.org/article/who-deletes-naturally-acquired-immunity-from-its-website/"")"
"2020-12-30T04:05:20";"3e kamer";"Zij is van de documentaire Planet Lockdown. Gepost door Robert f Kennedy Jr op zijn instagram. Ik heb een van de belangrijke momenten gepost als een soort trailer. Bekijk aub de hele documentaire. Dit is waar we het over moeten gaan  hebben in 2021. Transparency mensen. Durf te spreken met inhoud, onderbouwing en met bewijs. Sta op NL<U+0001F1F3><U+0001F1F1>"
"2020-12-31T13:16:56";"3e kamer";"list(type = ""link"", text = ""https://aobrempongnana.wordpress.com/2020/05/15/who-offered-me-20million-dollars-to-put-a-little-toxic-in-my-covid-19-remedy-madagascar-president-exposes-who/"")"
"2021-01-02T12:46:48";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/pjNWmXaL2q8"")"
"2021-01-03T19:47:45";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/RZYA4aW5KLQ"")"
"2021-01-03T19:53:21";"3e kamer";"list(""\""Verpleegster neemt publiekelijk ontslag: ‘Dit gebeurt er echt in de ziekenhuizen’\n\nEen klokkenluider die voor de Britse gezondheidsdienst NHS werkte, heeft en plein public ontslag genomen. Verpleegster Shelley Tasker, die in het Engelse Treliske-ziekenhuis werkzaam was, zei dat ze op het hoogtepunt van de coronacrisis ‘drie weken lang geen werk had’.\n\nIn een video die rondgaat op Facebook is te zien hoe Shelley mensen vertelt ‘wat er echt gebeurt’ in de ziekenhuizen. Met een microfoon in haar hand zegt ze: “Ik heb altijd van onze NHS gehouden, maar het is niet langer onze NHS. De NHS wordt gerund door de corrupte overheid.”\n\n“Gezondheidszorg bestaat niet meer. Op het hoogtepunt van de pandemie had ik drie weken lang geen werk omdat er geen patiënten waren. We hebben een speciale corona-afdeling. Geen enkele afdeling is overspoeld met patiënten en dat gebeurt nog steeds niet.”\n\nShelley zegt verder dat griep- en coronagevallen niet langer van elkaar worden gescheiden. “Het aantal griepgevallen is aanzienlijk gedaald. Waar is de griep gebleven?”\n\n3 mensen met corona\n\nDe coronatest is volgens haar helemaal niet ontworpen voor corona. “In 94 procent van de gevallen gaat het om fout-positieven.”\n\n“Ik neem vandaag publiekelijk ontslag. Ik draag dit uniform voor de laatste keer. Er is geen weg meer terug voor me. Ik kan niet langer liegen. Vrijdag heb ik een screenshot gedeeld van de coronacijfers, het aantal coronapatiënten in het Treliske-ziekenhuis, omdat dit openbare informatie zou moeten zijn,” zegt Shelley.\n\n“Op vrijdag lagen er in Treliske 3 mensen met corona. Geen sterfgevallen. Drie coronapatiënten, verspreid over Treliske, West Cornwall en Hayle. Er zijn in de afgelopen 7 maanden 76 mensen gestorven in deze 3 ziekenhuizen. Ik heb vertrouwelijke informatie gedeeld omdat mensen dit moeten zien.”\n\nVeel steun\n\n“Veel mensen spreken zich uit. Vele artsen en verpleegkundigen zijn naar buiten getreden. Ze moeten nu bureauwerk doen en hebben allemaal een advocaat in de arm genomen.”\n\nDe verpleegster zegt ook dat lockdowns niet helpen tegen het virus. “Onze economie gaat crashen, mensen zullen verhongeren,” zegt ze. “Denk je echt dat dit maar een maand gaat duren?”\n\n“Wat is er sociaal aan social distancing? De moeder van een vriendin van me heeft zelfmoord gepleegd. Wanneer komt hier een eind aan? Weg met social distancing, we moeten terugvechten.”\n\nDe verpleegster krijgt veel steun. “Dappere vrouw,” zegt iemand. “Dank je voor je eerlijkheid. Jammer dat er niet meer mensen zijn die zich uitspreken,” zegt een ander.\n\n\n"", 
    list(type = ""link"", text = ""https://video.wakkeren.nl/videos/watch/974d25da-4d63-4227-b8e4-bdcb6a6e2d7a""), ""\n\nBron:\n"", list(type = ""link"", text = ""https://www.dailymail.co.uk/femail/article-8916871/Whistleblower-NHS-worker-reveals-whats-REALLY-going-NHS-hospitals.html""), ""\""\n\nBron:\n"", list(type = ""link"", text = ""https://www.ninefornews.nl/verpleegster-neemt-publiekelijk-ontslag-dit-gebeurt-er-echt-in-de-ziekenhuizen/""), """")"
"2021-01-03T19:54:31";"3e kamer";"list(type = ""link"", text = ""https://www.worldunity.me/de-neurenberg-code-en-verplichte-vaccinaties/"")"
"2021-01-03T19:55:22";"3e kamer";"list(type = ""link"", text = ""https://www.bitchute.com/video/HSSaSZENv6BW/"")"
"2021-01-03T19:55:41";"3e kamer";"Bezig met e-mailen vaccin1.pdf"
"2021-01-03T23:39:00";"3e kamer";"Het volgende filmpjes is van Belarus (Wit Rusland)<U+0001F1E7><U+0001F1FE>. Mensen zijn daar vrij en leven hun leven.  De Wereldbank bood Wit-Rusland in juni een coronaviruslening van $ 940 miljoen aan. Maar de voorwaarden omvatten dat ze hun economie op slot deden en vernietigen. De Wit-Russische president Aleksander Loekasjenko accepteerde de omkoping niet en maakte de details openbaar."
"2021-01-04T03:20:19";"3e kamer";"list(""Dankuwel Hugo de Huichelaar! \""O alwetende Minister van Volksgezondheidsdestructie\"" voor uw \""wijze\"" beslissingen rondom het door u zo geliefkoosde mondkapje als redmiddel voor het NL-se volk!\""\n\nBen zeer benieuwd naar wat het hier in NL uiteindelijk echt voor nut heeft gehad.\n\nHier alvast wat statistische resultaten van een groots opgezet onderzoek naar wat voor nut het heeft gehad voor mondkap dragende kinderen in Duitsland:\n\n“De gemiddelde draagtijd van het masker was 270 minuten per dag.\n\nStoornissen veroorzaakt door het dragen van het masker werden gemeld door 68% van de ouders.\n\nDeze omvatten:\n* Prikkelbaarheid (60%)\n* Hoofdpijn (53%)\n* Concentratiestoornissen (50%)\n* Minder Blijheid (49%)\n* Onwil om naar school / kleuterschool te gaan (44%)\n* Malaise (42%)\n* Leerstoornissen (38%)\n* Slaperigheid of vermoeidheid (37%).\n\nBron link: "", 
    list(type = ""link"", text = ""https://www.researchsquare.com/article/rs-124394/v1""), ""\n\nPDF Download Link: "", list(type = ""link"", text = ""https://assets.researchsquare.com/files/rs-124394/v1/a32c0557-f7bc-40dd-812b-c6b6c9b9636e.pdf""), """")"
"2021-01-04T03:28:04";"3e kamer";"list(""Wie kan hier meer over achterhalen? Uitgezonden door Citizens TV in Kenia en meteen onderbroken, alle berichten hieromtrent worden supersnel verwijderd. Ik heb contact gehad met Gerrie Hijmans, hij bevestigd de uitzending. Maar alle info is van internet verwijderd. Kan iemand dit nog achterhalen?\n\n[Breaking news, Business, Kenya, Politics, Sports, Lifestyle ("", list(type = ""link"", text = ""citizentv.co.ke""), "")]("", list(type = ""link"", text = ""https://citizentv.co.ke/""), "")"")"
"2021-01-04T16:51:31";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/WKGGHTlJNDA"")"
"2021-01-04T16:55:24";"3e kamer";"Dit is 5 jaar terug op Youtube gezet. Hudson institute faciliteerde de discussie Panel. Ze twijfelden destijds aan de motieven van Bill Gates. Gezien de tijd nu weten we waarom Bill Gates dit allemaal heeft gedaan en nog steeds doet. Mocht je 1.5 uur de tijd hebben is dit een aanrader om meer inzicht te krijgen in onze huidige situatie."
"2021-01-04T20:47:01";"3e kamer";"Hier is bewijs wat ze in Brussel allemaal hebben besproken over iedereen in de wereld te vaccineren etc... Lees het en deel het met je naasten, vrienden, collega's en familie"
"2021-01-04T20:47:08";"3e kamer";"Agenda 2030"
"2021-01-04T22:51:48";"3e kamer";"Dit zal genoeg reden voor je moeten zijn als ouder of niet ouder om voor de kinderen op te staan. Stoppen met de onbetrouwbare PCR Test en laat onze kinderen gewoon weer naar school gaan."
"2021-01-04T22:52:19";"3e kamer";"Zonder de zogenaamde test elke dag voor dat ze de klas binnen mogen"
"2021-01-04T22:52:33";"3e kamer";"Is toch een verschrikkelijke samenleving"
"2021-01-05T02:34:05";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/0XMfrLZ1isg"")"
"2021-01-05T02:36:29";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/DgGbFRjqQPk"")"
"2021-01-05T02:48:11";"3e kamer";"list(""Dankuwel Hugo de Huichelaar! \""O alwetende Minister van Volksgezondheidsdestructie\"" voor uw \""wijze\"" beslissingen rondom het door u zo geliefkoosde mondkapje als redmiddel voor het NL-se volk!\""\n\nBen zeer benieuwd naar wat het hier in NL uiteindelijk echt voor nut heeft gehad.\n\nHier alvast wat statistische resultaten van een groots opgezet onderzoek naar wat voor nut het heeft gehad voor mondkap dragende kinderen in Duitsland:\n\n“De gemiddelde draagtijd van het masker was 270 minuten per dag.\n\nStoornissen veroorzaakt door het dragen van het masker werden gemeld door 68% van de ouders.\n\nDeze omvatten:\n* Prikkelbaarheid (60%)\n* Hoofdpijn (53%)\n* Concentratiestoornissen (50%)\n* Minder Blijheid (49%)\n* Onwil om naar school / kleuterschool te gaan (44%)\n* Malaise (42%)\n* Leerstoornissen (38%)\n* Slaperigheid of vermoeidheid (37%).\n\nBron link: "", 
    list(type = ""link"", text = ""https://www.researchsquare.com/article/rs-124394/v1""), ""\n\nPDF Download Link: "", list(type = ""link"", text = ""https://assets.researchsquare.com/files/rs-124394/v1/a32c0557-f7bc-40dd-812b-c6b6c9b9636e.pdf""), """")"
"2021-01-05T02:58:12";"3e kamer";"list(""Mexicaanse arts belandt op IC na coronavaccin Pfizer\n"", list(type = ""link"", text = ""https://www.ninefornews.nl/mexicaanse-arts-belandt-op-ic-na-coronavaccin-pfizer/""))"
"2021-01-05T14:17:58";"3e kamer";"list(""It is now ILLEGAL to leave the house in Scotland: Ministers say they are more worried about COVID 'than at any stage in the pandemic so far' as Sturgeon closes schools places of worship and bans group exercise\n"", list(type = ""link"", text = ""https://www.dailymail.co.uk/news/article-9113799/It-ILLEGAL-leave-house-Scotland-Ministers-worried-COVID.html""))"
"2021-01-06T04:31:18";"3e kamer";"Ik heb een vraag aan jullie allemaal. Willen jullie dit morgen in jullie stories op Instagram posten en de mensen in taggen in jullie netwerk. Ik zie dat in onze tegengeluid nog geen echte Unity is en nog teveel op de individu. We moeten 1 front gaan vormen en met zijn allen onze vrijheden terug eisen en nu serieus. Want de Lockdowns en de economie wordt expres kapot gemaakt omdat dit kabinet voor de WEF werkt en niet voor het volk. China is vrij en geen vaccinaties en NL eigenlijk heel EU zit onder de ban van WHO, Bill Gates en de WEF. Wij als volk kunnen alleen hier een einde aanmaken. Dit virus is een spelletje van de zittende machten. Dus bij deze vraag ik jullie allemaal om zoveel mensen te taggen met dit bericht zodat wij ze gaan motiveren om met zijn allen samen te komen en 1 front te zijn. Zo maken we 1 vuist naar dit kabinet toe en gaan we onze vrijheden weer terug pakken. Anders gaat het niet werken. Free NL<U+0001F1F3><U+0001F1F1><U+0001F1F3><U+0001F1F1><U+0001F1F3><U+0001F1F1><U+0001F1F3><U+0001F1F1><U+0001F1F3><U+0001F1F1><U+0001F1F3><U+0001F1F1>"
"2021-01-06T04:58:35";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/Xv8FBjo1Y8I"")"
"2021-01-06T21:06:14";"3e kamer";"list(type = ""link"", text = ""https://m.facebook.com/story.php?story_fbid=790261108241954&id=105008348035917"")"
"2021-01-06T21:06:34";"3e kamer";"Live beelden van de bestorming van Capitol Hill door Trump supporters"
"2021-01-06T21:07:17";"3e kamer";"Als er zoiets in NL komt dan gaat de Lockdown per direct weg"
"2021-01-06T23:17:58";"3e kamer";"list(type = ""link"", text = ""https://www.ellaster.nl/2020/12/10/stichting-vaccinvrij-in-gelijk-gesteld-vanwege-nalatigheid-overheid/?fbclid=IwAR35c_PpUu42Z3PmEcUWM_xOg7MaQugRQ_UBZrzw7FJRV5GOwujXNjOQL3I"")"
"2021-01-07T01:00:12";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/aWrZxCx6L6g"")"
"2021-01-07T08:13:29";"3e kamer";"list(type = ""link"", text = ""https://greatgameindia.com/bill-gates-dtp-vaccine-africa/amp/?__twitter_impression=true"")"
"2021-01-08T14:31:21";"3e kamer";"list(type = ""link"", text = ""https://www.martinvrijland.nl/nieuws-analyses/biontech-had-al-in-2019-intranasaal-vaccin-delevering-the-messenger-en-crispr-lees-schrijf-toepassing/"")"
"2021-01-08T14:32:37";"3e kamer";"De opperste leider van Iran heeft de invoer van COVID-19-vaccins uit de VS en het Verenigd Koninkrijk verboden en zegt dat hij ze niet vertrouwt.

Hij voegde eraan toe dat als de Amerikanen het vaccin konden produceren, ze het zelf zouden gebruiken en niet 4000 doden per dag zouden registreren."
"2021-01-08T14:34:08";"3e kamer";"list(type = ""link"", text = ""https://www.hpdetijd.nl/2021-01-07/het-coronavaccin-is-niet-zonder-risicos/"")"
"2021-01-08T23:19:10";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/PloWlxHB0xc"")"
"2021-01-10T11:38:43";"3e kamer";"list(type = ""link"", text = ""https://www.ellaster.nl/2020/12/18/artsen-spreken-zich-steeds-meer-uit-en-waarom-hun-boodschap-gehoord-moet-worden/"")"
"2021-01-10T11:40:56";"3e kamer";"list(""Man-Made Global Warming Destroyed in 500 Words, by Geologist Dr Roger Higgs - Electroverse\n"", list(type = ""link"", text = ""https://electroverse.net/man-made-global-warming-destroyed-in-500-words-by-dr-roger-higgs/""))"
"2021-01-10T11:42:46";"3e kamer";"Alex Jones gaat tekeer tegen Q mensen"
"2021-01-10T14:25:21";"3e kamer";"list(type = ""link"", text = ""https://www.bondoverheidszaken.nl/Enquete-Vaccin-actie.html?utm_source=Nationale+Bond+tegen+Overheidszaken&utm_campaign=45cfe5672e-EMAIL_CAMPAIGN_2_26_2020_21_33_COPY_01&utm_medium=email&utm_term=0_2edb706215-45cfe5672e-351903386"")"
"2021-01-10T18:49:05";"3e kamer";"list(""Vanavond zijn Thierry Baudet en Wybren van Haga te gast bij OP1 om te praten over Corona, de verkiezingscampagne en het pas verschenen boek van Paul Frentrop en Baudet: De Ravage van Tien Jaar Rutte. Hier alvast te bestellen: "", list(type = ""link"", text = ""https://winkel.forumvoordemocratie.nl/products/pre-order-gesigneerd-de-ravage-van-10-jaar-rutte-thierry-baudet-en-paul-frentrop""))"
"2021-01-12T14:01:33";"3e kamer";"GLOBALISTS ADMIT COVID VACCINES ARE NEEDED EVERY YEAR <U+0001F489><U+0001F6AB>

DISLIKE THIS GARBAGE <U+0001F44E>"
"2021-01-12T14:02:33";"3e kamer";"UP TO 50,000 ITALIAN RESTAURANT OWNERS WILL REBEL AGAINST COVID RESTRICTIONS JANUARY 15TH <U+0001F1EE><U+0001F1F9>

""Good evening everyone. I and my wife are the owners of this restaurant in Modena. There are about 50,000 of us in this position. We wanted to make everyone aware that from January 15th we will be opening for both lunch and dinner. We look forward to seeing you."""
"2021-01-12T14:03:59";"3e kamer";"Ik hoop dat in NL ook onze slappe restauranthouders en Horeca hun rug recht gaan houden en open gaan en niet steeds afgaan op de neppe cijfers van dit kabinet, media , RIVM. Open gaan"
"2021-01-15T17:32:50";"3e kamer";"list(""Dit is onbestaanbaar. De Belastingdienst mag slachtoffers van de toeslagenaffaire geen moment langer achtervolgen. \n\nHet demissionaire kabinet moet ervoor zorgen dat vorderingen van de Belastingdienst bij de gedupeerde ouders onmiddellijk nietig worden verklaard.\n\n"", list(type = ""link"", text = ""https://t.co/Z1V1B1NiPo""))"
"2021-01-15T23:56:09";"3e kamer";"list(type = ""link"", text = ""https://www.blckbx.tv/videos/wat-staat-er-op-het-spel"")"
"2021-01-15T23:56:17";"3e kamer";"NOTE: De uitzending is binnen 15 minuten na upload verwijderd van Youtube omdat het de WHO Guidelines zou schenden. De video duurt 50 minuten en dus is de kwestie opmerkelijk te noemen. Je kunt de bijzondere uitzending daarom nu via Rumble bekijken"
"2021-01-15T23:56:42";"3e kamer";"Deel dit in de groepen, mensen naasten van jullie"
"2021-01-16T12:29:16";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/4LrSF-6hUuc"")"
"2021-01-16T12:30:12";"3e kamer";"Ze hebben Huig Plug van Twitter afgegooid. Zeker in opdracht van Grappenhaus, Dekker en Rutte. Dit kabinet zal strafrechtelijk vervolgd moeten worden"
"2021-01-16T13:50:43";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/tjGCzoc6G1c"")"
"2021-01-17T02:30:22";"3e kamer";"ITALIANS CELEBRATE LAST NIGHT <U+0001F942>

Up to 50,000 businesses in Italy opened up yesterday in defiance to lockdown orders. The police harassed some businesses and customers but ultimately they didn't have enough resources to stop everyone. Will peaceful rebellions like this be the end of lockdowns? Will other countries follow Italy's example? <U+0001F1EE><U+0001F1F9>"
"2021-01-17T04:06:32";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/yQGp8Q0dAlM"")"
"2021-01-17T04:09:42";"3e kamer";"Het wordt tijd dat anderen ook gaan opstaan en niet alleen wij in de frontlinie steeds. Horeca/restaurant eigenaren/jongeren/dierenliefhebbers/ eigenlijk heel NL <U+0001F1F3><U+0001F1F1>. Ik accepteer geen avondklok. Mocht het komen gewoon massaal naar buiten. We zijn nu echt gevangen in ons eigen land! En dit kabinet is nog gevallen ook. Mensen stuur dit door naar iedereen die slaapt"
"2021-01-17T04:11:47";"3e kamer";"CHINA CONFIRMS ICE CREAM TESTED ""POSITIVE"" FOR COVID-19 <U+0001F1E8><U+0001F1F3><U+0001F366>

We have also seen a:

<U+0001F95D> Kiwi
<U+0001F9C3> Apple Juice
<U+0001F96D> Papaya
<U+0001F410> Goat
<U+0001F426> Bird
<U+0001F98D> Gorilla
<U+0001F964> Coca Cola
<U+0001F348> Durian
<U+25FB><U+FE0F> Blank Test

And much more...

Test positive for covid-19 <U+0001F4A5>"
"2021-01-17T04:20:11";"3e kamer";"list(""Helemaal luisteren en force feeden aan iedereen die je kent (grapje, half) <U+0001F605><U+2665><U+FE0F>\n"", list(type = ""link"", text = ""https://www.yvesgijrath.nl""), ""\nAftreden strategische zet (wie had dat gedacht, iedereen)"")"
"2021-01-17T04:31:43";"3e kamer";"Test staafjes zijn met nanoparticals"
"2021-01-17T20:07:22";"3e kamer";"list(type = ""link"", text = ""https://thefireonline.com/voorbeeldbrief-voor-ouders-van-schoolgaande-kinderen-dit-is-mijn-standpunt-t-a-v-corona/"")"
"2021-01-17T23:27:17";"3e kamer";"Politie pakt zomaar pistool en schiet in de lucht om dat een jongen wegrent. Hij kijkt teveel naar Amerikaanse Politie. Schande!!!!"
"2021-01-18T00:00:39";"3e kamer";"David Martin makes some extremely important points about how we can’t accurately label the device Moderna and Pfizer are pushing as a vaccine, because both medically and legally, is not a vaccine:
“This is not a vaccine … using the term vaccine to sneak this thing under public health exemptions … This is a mRNA packaged in a fat envelope that is delivered to a cell. It is a medical device designed to stimulate the human cell into becoming a pathogen creator. It is not a vaccine! Vaccines actually are a legally defined term … under public health law … under CDC and FDA standards, a vaccine specifically has to stimulate both an immunity within the person receiving it, but it also has to disrupt transmission … They have been abundantly clear in saying that the mRNA strand that is going into the cell is not to stop transmission. It is a treatment. But if it was discussed as a treatment, it would not get the sympathetic ear of public health authorities, because then people would say “What other treatments are there?”

The use of the term vaccine is unconscionable … because it actually is the sucker punch to open and free discourse … Moderna was a started as a chemotherapy company for cancer, not a vaccine manufacturer for SARS … if we said we’re going to give people prophylactic chemo for the cancer they don’t have, you’d be laughed out of a room, because it’s a stupid idea. That’s exactly what this is! This is a mechanical device, in the form of a very small packet of technology, that is being inserted into the human system to activate the cell to become a pathogen manufacturing site.
The only reason why the term [vaccine] is being used is to abuse the 1905 Jacobsen case thathas been misrepresented since it was written. If we were honest with this, we would actually call it what it is: it is a chemical pathogen device, that is actually meant to unleash a chemical pathogen production action within the cell. It is a medical device, not a drug, because it meets the CDRH [Center for Devices and Radiological Health] definition of a device.
It is made to make you sick … 80% of the people who are exposed to allegedly the virus [SARS-Cov-2] have no symptoms at all … 80% of people who get this injected into them have a clinical adverse event. You are getting injected with a chemical substance to induce illness, not to induce a[n] immuno-transmissive response. In other words, nothing about this is going to stop you transmitting anything. This is about getting you sick, and having your own cells be the thing that get you sick.”"
"2021-01-18T00:00:49";"3e kamer";"Judy Mikovits adds

“It’s a synthetic pathogen. They’ve literally injected this pathogenic part of the virus into every cell of the body … it can actually directly cause multiple sclerosis, Lou Gehrig’s disease, Alzheimer’s disease … it can cause accelerated cancer … that’s what the expression of that piece of virus … has been known to do for decades.”"
"2021-01-18T00:03:24";"3e kamer";"Dit heb ik van Dr Jen Barham-Floreani"
"2021-01-18T12:27:20";"3e kamer";"list(type = ""link"", text = ""https://soldaatvandewaarheid.actieforum.com/t419-bill-gates-diederik-gommers-en-zijn-baas-dr-mb-vroom-eigenaren-van-het-bedrijf-fluidadademy"")"
"2021-01-18T12:34:50";"3e kamer";"Halsema spreekt zich hier zwaar tegen. Linkse partijen zijn een tumour gezwel voor ons land. Ze zijn te lang aan de macht geweest. Het is tijd dat ze allemaal worden weggestemd op 17 Maart. Ze moeten strafrechtelijk vervolgd worden"
"2021-01-18T18:33:16";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/MyZk_kV4ra8"")"
"2021-01-18T22:29:41";"3e kamer";"Zouden jullie dit massaal willen delen en de kranten en de mensen in de Politiek willen delen. Ivermectine is officieel nu als een middel benoemd tegen deze Cojona. We kunnen weer open hopelijk<U+0001F64F><U+2764><U+FE0F>"
"2021-01-18T22:52:58";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/O6V4_uMvZgQ"")"
"2021-01-18T22:53:05";"3e kamer";"Help even mee in de comments"
"2021-01-19T01:03:31";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/H8Qs-PlOlmc"")"
"2021-01-19T01:25:04";"3e kamer";"list(type = ""link"", text = ""https://www.instagram.com/tv/CKMWtrbgxMS/?igshid=vweohmbkjlxm"")"
"2021-01-19T04:17:55";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/7YFW3T-cvDc"")"
"2021-01-19T04:22:11";"3e kamer";"Covid kampen aka concentratiekampen is in China normaal. Communistische Kapitalisme. Dat willen ze in Europa ook. Maar dat gaan wij niet laten gebeuren! Want wij leven niet in Communisme maar een democratie(wat we betwijfelen). Wij zullen moeten opstaan als geheel of in iedergeval grote gedeelte. Wij willen geen Reset. Enige reset die wij willen is af van dit kabinet met hun wanbeleid en af alle corrupte wetenschappers/corrupte media/corrupte kranten/corrupte Politici/corrupte ambtenaren etc...Wij gaan dit nooit normaal vinden en we gaan dit met zijn allen moeten stoppen<U+0001F64C><U+2665><U+FE0F><U+0001F1F3><U+0001F1F1>"
"2021-01-19T17:23:59";"3e kamer";"Het kabinet lijkt nu toch echt over te gaan tot het invoeren van een avondklok. Een draconische maatregel die we sinds de Tweede Wereldoorlog niet meer hebben gezien. We moeten ons hiertegen verzetten! De maatregelen staan op geen enkele manier meer in verhouding tot de ernst van het virus. Deel dit bericht met zoveel mogelijk mensen!"
"2021-01-19T20:00:48";"3e kamer";"list(""Het vertrouwen in de democratische rechtsstaat is geschaad. Rutte voelt zich \""niet direct verantwoordelijk\"". De Ruttedoctrine: wegduiken voor verantwoordelijkheid.\n\nThierry Baudet roept Mark Rutte op: \""Doe als Asscher. Neem je verantwoordelijkheid!\""\n\n"", list(type = ""link"", text = ""https://www.youtube.com/watch?v=kRn49hKsue8""))"
"2021-01-19T22:45:18";"3e kamer";"list(type = ""link"", text = ""https://youtu.be/m5L4A4bO1CY"")"
