"date";"from";"text"
"2021-04-09T10:24:32";"Waarheid, Eindtijd & Profetie";"list(""De VS worden op dit moment van binnenuit (Woke agenda van Joe Biden) en van buitenaf (toenemende ondermijning door China) kapot gemaakt. In de eindtijd profetie wordt Amerika ook niet genoemd als enige macht van betekenis. Op dit moment neemt de oorlogsdreiging enorm toe. Wat is er aan de hand?\nPastor Tom Hughes legt uit!!\n\n"", list(type = ""link"", text = ""https://youtu.be/PDusLDMfZ9o""))"
"2021-04-09T11:10:24";"Waarheid, Eindtijd & Profetie";"list(""Zometeen posten we een video van een Amerikaanse arts die uitlegt wat de gevaren van het MRNA vaccin zijn. Voor de mensen die het Engels wat minder machtig zijn , voegen we deze toelichting bij in het Nederlands gesproken.\n\n"", list(type = ""link"", text = ""https://youtu.be/gBuHma00lE0""))"
"2021-04-09T11:11:36";"Waarheid, Eindtijd & Profetie";"list(""Deze video komt van het platform Rumble:\n\n"", list(type = ""link"", text = ""https://rumble.com/ve1zcp-human-2.0-information-about-vaccine.html""))"
"2021-04-09T12:55:28";"Waarheid, Eindtijd & Profetie";"Ook deze video staaft de genetische manipulatie door middel van het MRNA vaccin."
"2021-04-09T14:05:45";"Waarheid, Eindtijd & Profetie";"list(""Nu te bekijken deel 3 van ‘Satanism and the rise of devilworship ‘ (part 3) Gecensureerd op YouTube , dus deze link verwijst naar FB.\n\n"", list(type = ""link"", text = ""https://m.facebook.com/story.php?story_fbid=180428210156263&id=127490568824550""), """")"
"2021-04-10T17:24:45";"Waarheid, Eindtijd & Profetie";"list(""Het volgende deel van ‘Satanism and the rise of devilworship ‘ part 4 is op de volgende FB link te bekijken.\n\n"", list(type = ""link"", text = ""https://m.facebook.com/story.php?story_fbid=270869151068100&id=127490568824550""), """")"
"2021-04-10T17:28:59";"Waarheid, Eindtijd & Profetie";"list(""Dagelijkse Prophecy Update met de laatste ontwikkelingen in de wereld. ‘Dag Weeën, hallo grote verdrukking ‘!!\n\n"", list(type = ""link"", text = ""https://youtu.be/1cTreIfL4gQ""), """")"
"2021-04-10T17:35:47";"Waarheid, Eindtijd & Profetie";"list(""Zul jij stand houden, wanneer de wereld steeds dreigender wordt tegen de bijbelgetrouwe christenen? Pastor Jack Hibbs geeft je het bijbels perspectief hierop.\n"", list(type = ""link"", text = ""https://youtu.be/8uffmBfI6Nw""))"
"2021-04-10T20:54:36";"Waarheid, Eindtijd & Profetie";"list(""Na de vulkaan uitbarsting op het eiland St. Vincent afgelopen vrijdag moeten de 16,000 inwoners geëvacueerd worden. Pikant detail: Premier Gonsalves van het eiland wilde alléén tegen COVID-19 gevaccineerde bewoners evacueren.\n\n"", list(type = ""link"", text = ""https://www.rt.com/news/520696-vincent-volcano-evacuation-vaccinated/""), """")"
"2021-04-11T13:32:14";"Waarheid, Eindtijd & Profetie";"list(""Nee, dit is geen klimaatverandering. God waarschuwt dat Zijn oordeel op handen is. "", list(type = ""hashtag"", text = ""#7jarigeverdrukking""), ""\n\n"", list(type = ""link"", text = ""https://youtu.be/iAypbURjdUA""))"
"2021-04-11T13:53:24";"Waarheid, Eindtijd & Profetie";"list(""Het lijkt er op dat de voorbereidingen voor de Ezechiël 38 profetie in volle gang zijn. Deze in het Nederlands ondertitelde video laat weer eens het absolute belang zien dat we klaar moeten zijn om zeer binnenkort onze Here in de lucht te ontmoeten. Vertel mensen over Jezus nu het nog kan. Er is bijna geen tijd meer.\n\n"", list(type = ""link"", text = ""https://youtu.be/Slym0DHU6gQ""), """")"
"2021-04-11T13:57:50";"Waarheid, Eindtijd & Profetie";"list(""Nu te bekijken , ‘ Satanism and The rise of devilworship part 5 op onderstaande Facebook link.\n\n"", list(type = ""link"", text = ""https://m.facebook.com/story.php?story_fbid=430797031536843&id=127490568824550""), """")"
"2021-04-11T20:57:44";"Waarheid, Eindtijd & Profetie";"list(""George Orwell, de beroemde schrijver van het boek ‘1984’ Big brother is watching you, waarschuwde in zijn laatste interview al voor een tijd als deze.\n"", list(type = ""link"", text = ""https://youtu.be/9k_ptxWsadI""), """")"
"2021-04-12T14:29:29";"Waarheid, Eindtijd & Profetie";"list(""Hoe ver mag de overheid gaan? Wat laat jij toe?\n"", list(type = ""link"", text = ""https://youtu.be/SbH54o8wZl8""))"
"2021-04-12T14:36:03";"Waarheid, Eindtijd & Profetie";"list(""Hel.. een onderwerp waar we niet graag aan denken, laat staan over willen praten. Toch wordt er in de bijbel veel over gesproken en niet zonder reden!! Daarnaast bestaat er veel misverstand over wat er precies wordt bedoeld met het begrip ‘Hel’ . Pastor Mack, legt in deze studie op een duidelijke manier uit hoe we vanuit de bijbel hiernaar moeten kijken. \n\n"", list(type = ""link"", text = ""https://youtu.be/yxXzh73c_qA""), """")"
"2021-04-12T15:45:51";"Waarheid, Eindtijd & Profetie";"list(""Nu beschikbaar om te kijken , ‘Satanism and the rise of devilworship ‘ part 6. Nu weer te bekijken op YouTube.\n\n"", list(type = ""link"", text = ""https://youtube.com/watch?v=qv-2t56clFg&feature=share""), """")"
"2021-04-12T19:03:00";"Waarheid, Eindtijd & Profetie";"list(type = ""link"", text = ""https://www.xandernieuws.net/algemeen/world-economic-forum-kondigt-slimme-mondkapjes-aan-die-u-instructies-geven/"")"
"2021-04-12T19:10:04";"Waarheid, Eindtijd & Profetie";"list(""Zoals al gelezen in bovenstaande artikel in Xandernieuws zijn de heersende elites niet van plan om ons op korte termijn van het mondkapje te bevrijden. Sterker nog, ze ontwikkelen juist nieuwe nog betere soorten die SLIM zijn.. "", list(type = ""hashtag"", text = ""#controle""), ""\n"", list(type = ""link"", text = ""https://www.weforum.org/videos/21559-mask-tech-uplink""))"
"2021-04-12T19:33:07";"Waarheid, Eindtijd & Profetie";"list(""Netflix vertoonde in 2018 een animatie serie genaamd ‘Smart Mark Zombies’ waarin een wereld wordt getoond waarin mensen een vergelijkbaar teken moeten dragen als die genoemd in Openbaring 13:16. In deze serie heette het de ‘Smart Mark’.  \n\nDeze zaken worden vaak ook wel ‘Predictive Programming’ genoemd. Dit betekent zoveel als: Mensen alvast laten wennen aan een idee dat men in de toekomst wil gaan uitvoeren. Voor het daadwerkelijk zal gebeuren wordt er op deze manier draagvlak gecreëerd.\n"", 
    list(type = ""link"", text = ""https://youtu.be/U1XMws2txgk""), """")"
"2021-04-12T21:30:08";"Waarheid, Eindtijd & Profetie";"list(""Prophecy video, die een aantal ontwikkelingen bespreekt omtrent het Mrna vaccin, Cryptocurrency, Neurolink en de antichrist.\nZeer interessant is het stukje over de door Elon Musk geïmplanteerde neurolink in apen. Je ziet opnames die je verbijsterd doen staan.\n"", list(type = ""link"", text = ""https://youtu.be/kL4iVJTQRtc""), """")"
"2021-04-13T08:35:34";"Waarheid, Eindtijd & Profetie";"GraceLife Church Edmonton (Canada) UPDATE: 
Een van de verhalen die we hier eerder postten op 8 april was die van GraceLife Church. Pastor James Coates die werd gevangengezet voor 35 dagen en de kerk die met 2 hekwerken en politie werd gebarricadeerd. Afgelopen zondag 11 april kwamen er een paar honderd agenten in actie om een mogelijke kerkdienst te verhinderen. Bekijk de beelden en laat tot je doordringen hoe ernstig dit is...."
"2021-04-13T09:06:03";"Waarheid, Eindtijd & Profetie";"Weer een persconferentie vanavond na gebroken beloftes van ‘versoepelingen’ eerder. 

Het lijkt er zeer sterk op dat er geen snel einde komt aan de corona maatregelen. Ons kabinet wil ons doen geloven dat er op korte termijn licht aan het eind van de tunnel is... 

Maar de WHO en de internationale virus pausen in de wereld spreken alleen maar over :
1. Toenemende besmettingen wereldwijd
2. De huidige vaccins beschermen niet tegen de zuid-Afrikaanse variant
3. Zelfs na toediening van het vaccin ben je verplicht om 1,5 meter afstand te houden en mondkapje te dragen.
4. De vierde grote golf is onderweg
5. We zitten sowieso zeker nog t/m 2022 in de lockdown situatie
6. Er zijn meerdere nieuwe meer besmettelijke COVID varianten ontdekt.
7. Digitale vrijheidsbeperkende en privé schendende COVID paspoorten in je lichaam (onderhuids)

Kijk naar het onderstaande plaatje en besef goed wat er echt aan de hand is:"
"2021-04-13T15:04:06";"Waarheid, Eindtijd & Profetie";"list(""Nu te zien, ‘Satanism and the rise of devilworship ‘ part 7 op onderstaande link:\n\n"", list(type = ""link"", text = ""https://youtube.com/watch?v=I1R3WwZYomo&feature=share""), """")"
